	gene	chromosome	position_left	position_right	Direction	Variance	Median
29376	Zm00001d024861	10	91044297	91048715	-	4.4801369644710585	4.729245
29391	Zm00001d026658	10	149553109	149553865	-	7.417953294606644e-05	0.0
29411	Zm00001d025238	10	110572317	110574522	+	2.4513100507085963	6.5083850000000005
29428	Zm00001d025252	10	111156937	111166083	-	0.46091003169403916	2.661265
29429	Zm00001d025698	10	126604795	126605766	+	5.921266136363921e-06	0.0
29451	Zm00001d025016	10	99815795	99824932	+	396.0490127663946	35.5835
29459	Zm00001d026543	10	147949564	147957914	+	125.5876392890429	35.59445
29477	Zm00001d023437	10	5599454	5606101	+	500.5568565691319	93.15854999999999
29484	Zm00001d024925	10	95280552	95281923	-	303.89317648849595	27.42695
29486	Zm00001d024777	10	87362141	87363092	-	0.17716017673834786	0.1922855
29491	Zm00001d024914	10	94727017	94727649	+	0.0	0.0
29493	Zm00001d026211	10	140995439	141000793	-	9.00842481812566	7.569445
29497	Zm00001d024103	10	45381409	45382084	+	1.1017620883007442	0.0
29498	Zm00001d024796	10	88564958	88571359	+	1.7162724205693582	2.1564449999999997
29501	Zm00001d026395	10	145136657	145139764	-	0.20903263812183598	0.6259699999999999
29563	Zm00001d025680	10	126096964	126110392	+	7.490763809390622	7.232645
29575	Zm00001d023217	10	602963	607926	+	8.330958995919378	12.67345
29596	Zm00001d023991	10	34955443	34957688	+	5.8784534778131404e-05	0.0
29602	Zm00001d025494	10	120563992	120565382	+	0.0	0.0
29612	Zm00001d025834	10	131395393	131399206	-	1.5354978866702664	3.3574849999999996
29617	Zm00001d025108	10	104743937	104745122	-	0.21670080775827885	1.174275
29622	Zm00001d025407	10	117683618	117686883	-	22.71613549678814	5.4542649999999995
29629	Zm00001d024330	10	64913103	64915166	+	0.0001258236258545197	0.0
29661	Zm00001d023625	10	12645177	12646963	-	1.1949742966215477	0.7506060000000001
29667	Zm00001d023721	10	16865093	16869364	-	0.5887181537533632	3.2422050000000002
29672	Zm00001d024200	10	55274174	55275011	-	563.6821682158402	19.116300000000003
29689	Zm00001d026701	10	150356358	150357885	-	1.8985214216687862	2.9866099999999998
29705	Zm00001d023346	10	3859561	3859996	-	0.20237479172221873	0.0
29714	Zm00001d026333	10	143647927	143649894	-	7.058926310021011	4.0279799999999994
29729	Zm00001d025154	10	106792689	106795236	+	1.6449525415955753e-05	0.0
29739	Zm00001d026127	10	139138425	139205090	+	3.0002856400793596	3.248805
29740	Zm00001d025739	10	128021607	128027534	-	20.4069906685083	14.62875
29747	Zm00001d024816	10	89407914	89426926	-	6.473614115453504	9.178529999999999
29750	Zm00001d023600	10	11480567	11482613	-	0.0009511617681531877	0.0
29752	Zm00001d025113	10	104933968	104937457	-	8.67298767392758e-08	0.0
29754	Zm00001d023635	10	13070015	13075806	-	178.06297071731092	35.97655
29768	Zm00001d024514	10	75446561	75449964	+	5.78763358944297	0.7565029999999999
29841	Zm00001d024160	10	51315313	51327171	-	37.948798336495074	7.572559999999999
29854	Zm00001d023884	10	26297756	26302250	+	0.0	0.0
29880	Zm00001d025538	10	121718739	121726333	+	1.8813763872978935	5.982805
29883	Zm00001d023389	10	4413185	4415641	-	2.9327585897899634e-06	0.0
29885	Zm00001d023914	10	27979617	27987242	+	3.2569352709878814	4.624499999999999
29893	Zm00001d024340	10	65653739	65656426	-	0.37721264057658405	0.0
29908	Zm00001d025395	10	116802507	116806924	-	0.0	0.0
29924	Zm00001d026144	10	139666877	139673623	-	105.79223937717956	25.64295
29935	Zm00001d024703	10	84135183	84142738	-	6.309839926135465	9.900569999999998
29938	Zm00001d024447	10	71189132	71189576	-	0.0126908961189853	0.0
29939	Zm00001d024571	10	78696501	78699043	-	1228.417770546894	149.1405
29947	Zm00001d023952	10	31255014	31258554	-	0.060697995026209116	0.0
29955	Zm00001d026336	10	143757098	143759324	+	0.0031430165437784725	0.0
29962	Zm00001d024838	10	90383506	90383851	+	7.601936863297657	0.0
29974	Zm00001d025299	10	113256246	113256966	-	0.9303668061666169	0.6485975
29996	Zm00001d024262	10	59950552	59956816	-	1.5813492211757878	0.9863744999999999
30018	Zm00001d025716	10	127318067	127321356	+	2.35194668935633	3.5880400000000003
30019	Zm00001d023826	10	23664557	23666937	-	6.6814034471311355e-06	0.0
30035	Zm00001d026267	10	142376204	142380294	-	12.106140139142424	15.5318
30037	Zm00001d025151	10	106725809	106726589	+	4.206934688737953e-05	0.0
30049	Zm00001d025052	10	101802711	101807654	-	0.00020934981085927396	0.0
30051	Zm00001d025261	10	111621529	111622554	-	0.000932529833821006	0.0
30063	Zm00001d023339	10	3664712	3669673	+	0.30473341133493514	0.301972
30078	Zm00001d025751	10	128387088	128391211	+	3.9011069437370787	3.27342
30086	Zm00001d026139	10	139500503	139503230	+	18.22227166298111	9.838180000000001
30116	Zm00001d025528	10	121509128	121526342	+	11.703456316611701	2.02626
30123	Zm00001d025590	10	123321361	123328119	-	52.19716438253916	23.34795
30137	Zm00001d023333	10	3606397	3621010	-	1.9903351113484624	4.241385
30138	Zm00001d024678	10	83375793	83380009	+	1.0103903426647394	3.22955
30145	Zm00001d023433	10	5435001	5437078	+	7.967182693853776e-06	0.0
30146	Zm00001d024660	10	82505157	82505709	+	0.01042737657474139	0.0
30169	Zm00001d026360	10	144211469	144213519	+	57.68223275116134	4.17004
30174	Zm00001d026097	10	138393419	138400044	-	5.540194102798306	1.7147700000000001
30178	Zm00001d023653	10	13701471	13703227	-	0.0817358849554102	0.26928399999999997
30192	Zm00001d026224	10	141455630	141456351	+	58.0054679750918	3.659865
30208	Zm00001d025330	10	114337275	114339155	+	0.024336464925875424	0.0
30213	Zm00001d024477	10	72975071	72977686	-	0.01779612759531509	0.0
30217	Zm00001d025216	10	109631688	109633034	+	0.0	0.0
30222	Zm00001d023581	10	10703458	10706996	+	0.02699427868567919	0.0
30230	Zm00001d026563	10	148154978	148155515	-	297.33847853443564	5.91707
30234	Zm00001d023478	10	6907752	6910045	-	0.042107595909604736	0.0
30247	Zm00001d025694	10	126527370	126529992	+	20.422441755446954	11.5342
30260	Zm00001d024512	10	75069686	75075183	-	59.466918024729765	8.979705
30267	Zm00001d023462	10	6343057	6349138	+	2.6281665702727857	4.631780000000001
30305	Zm00001d026103	10	138505839	138514371	+	0.3083905444570949	0.7040854999999999
30308	Zm00001d025326	10	114247260	114255287	-	5.185176631334407	4.2727699999999995
30334	Zm00001d026037	10	136624596	136624935	-	0.13693701842753597	0.0
30348	Zm00001d024023	10	37447171	37448145	-	0.014863341133406063	0.0
30375	Zm00001d024389	10	68369717	68370476	-	0.0005269992664277734	0.0
30386	Zm00001d026602	10	148755664	148756030	+	1.3566023291250837	0.0
30417	Zm00001d023360	10	4071442	4072735	+	0.18863814413525748	0.13678400000000002
30426	Zm00001d025060	10	102183854	102201368	+	6.452382700593007	9.13952
30427	Zm00001d024627	10	81009834	81021978	+	17.554718510947836	7.811055
30433	Zm00001d025484	10	120222170	120229249	-	0.002990596943691245	0.0
30447	Zm00001d023306	10	2596657	2601536	+	0.05332374105254506	0.0
30459	Zm00001d024189	10	54617294	54621008	-	0.04400933191157372	0.1027345
30477	Zm00001d026308	10	143309468	143309843	-	51.5952533526279	1.2800699999999998
30479	Zm00001d026532	10	147796658	147804756	+	30.756481431917532	15.910499999999999
30498	Zm00001d025140	10	106280711	106283527	-	2.979819506211121	0.031323100000000006
30514	Zm00001d024872	10	91598677	91600142	-	8.9928297977613	3.97881
30517	Zm00001d023448	10	5845147	5854093	+	2.941790594455213e-07	0.0
30533	Zm00001d024788	10	88367423	88377930	-	8.571890836462172	7.800014999999999
30569	Zm00001d026157	10	139995747	139996017	+	0.6425129938351214	0.0
30572	Zm00001d025659	10	125277607	125279663	-	2.3210370665760185	2.77981
30607	Zm00001d025620	10	124229710	124233765	-	0.19289945759021318	0.01607305
30652	Zm00001d023356	10	4054204	4057138	-	0.09471448856862812	0.279826
30659	Zm00001d026682	10	149809547	149811521	+	4.495840644650689e-06	0.0
30675	Zm00001d025277	10	112194932	112196760	+	0.04924402449648656	0.0
30678	Zm00001d025924	10	133844871	133846261	+	10.767391998444582	5.89645
30688	Zm00001d024420	10	70277488	70282890	-	2.652222892009918	2.557625
30691	Zm00001d026100	10	138492067	138492514	-	0.03407359866883842	0.0
30705	Zm00001d023724	10	17272675	17277089	-	67.98558420165412	1.6919
30711	Zm00001d025385	10	116620581	116622211	+	3.689173845983803	1.536965
30712	Zm00001d025981	10	135279804	135291483	+	26.99702763775722	16.02545
30717	Zm00001d025300	10	113290808	113298776	-	5.368924640390596	7.6662300000000005
30734	Zm00001d025864	10	131914988	131917182	-	14.153229976053224	5.041865
30735	Zm00001d024224	10	58144856	58147909	+	0.00016142600255091588	0.0
30740	Zm00001d023289	10	2219924	2220221	-	0.11762945536081658	0.0
30756	Zm00001d023234	10	983690	985265	-	0.0	0.0
30766	Zm00001d024905	10	94232836	94233649	-	0.731027044237198	1.50116
30771	Zm00001d025804	10	130101366	130103013	+	3.128034033547866	2.612725
30776	Zm00001d023620	10	12470678	12471620	-	64.61841503048565	12.54565
30795	Zm00001d024937	10	95806907	95811035	+	9.481434511021504	6.772819999999999
30809	Zm00001d024238	10	58940660	58959893	+	0.0011245411728621755	0.0
30817	Zm00001d024509	10	74928700	74929729	+	37.36272168926107	15.868649999999999
30824	Zm00001d024212	10	56828754	56838148	-	11.53154237717752	16.801299999999998
30825	Zm00001d024244	10	59263358	59263667	+	0.013234503231994207	0.0
30832	Zm00001d024949	10	96520725	96520995	+	0.0	0.0
30844	Zm00001d026175	10	140333911	140336785	-	0.024263284803159313	0.0
30857	Zm00001d023554	10	10011924	10015640	-	0.005801015824844789	0.0
30865	Zm00001d024849	10	90559477	90560044	-	0.0	0.0
30866	Zm00001d024543	10	77529346	77533684	+	2.4119873419643305	1.514525
30885	Zm00001d025041	10	101193708	101197563	+	0.015362416026019048	0.0276221
30890	Zm00001d026262	10	142339501	142340011	+	9.0161179082918	3.729975
30903	Zm00001d023296	10	2276775	2279300	-	0.38236976067465095	0.1770415
30947	Zm00001d025769	10	129028024	129035383	+	4.049492538525726e-05	0.0
30965	Zm00001d023732	10	17744758	17761320	+	3.5719016409614914	1.7670249999999998
30971	Zm00001d025489	10	120425412	120428389	+	0.004004515608504572	0.0
30989	Zm00001d026454	10	146117283	146117613	-	592.336286023331	11.3143
31017	Zm00001d023295	10	2275657	2276154	-	2.346788180186909	0.0
31087	Zm00001d025776	10	129145378	129150948	+	9.06620544027964	10.6643
31094	Zm00001d024539	10	77080622	77087754	+	29.68737455029755	14.43235
31105	Zm00001d025599	10	123600025	123601819	+	0.15031432262609032	0.0
31136	Zm00001d026613	10	148933910	148934282	-	7.154983888004192e-05	0.0
31155	Zm00001d024605	10	80137596	80140340	+	25.626519299505286	11.1974
31165	Zm00001d024035	10	38787096	38794588	-	0.0006093516885925305	0.0
31194	Zm00001d025314	10	114014798	114015284	-	17.93676659924289	0.0
31197	Zm00001d025617	10	124144805	124148744	+	8769.629441734483	295.6495
31198	Zm00001d024810	10	88887561	88889100	-	0.0	0.0
31205	Zm00001d023427	10	5286288	5287104	+	21359.818457712816	400.22749999999996
31207	Zm00001d026679	10	149768833	149769457	+	35.61895719016293	1.763225
31243	Zm00001d024868	10	91402126	91402991	-	9.419042289670303	0.1988955
31277	Zm00001d024657	10	82420854	82422285	-	0.0010536396568951267	0.0
31287	Zm00001d024079	10	42160779	42161379	-	0.12050135363440204	0.0
31297	Zm00001d025262	10	111717815	111722054	+	5.778535610713233e-06	0.0
31325	Zm00001d026661	10	149588100	149588802	+	2.1998744653414763	1.6336
31338	Zm00001d025558	10	122344556	122345039	+	0.50651489188612	0.0
31345	Zm00001d025246	10	110882624	110887986	-	0.11633143848830861	0.0
31366	Zm00001d024809	10	88853061	88854141	-	0.00018543762057886205	0.0
31370	Zm00001d025472	10	119894514	119896773	-	0.969359516914251	2.2719199999999997
31375	Zm00001d023469	10	6635095	6641682	-	0.00651460776622193	0.04327095
31412	Zm00001d024828	10	89995764	90000359	+	12.388074956533957	12.63635
31486	Zm00001d024610	10	80279184	80279870	+	0.0	0.0
31517	Zm00001d023382	10	4322798	4329702	+	1.9947199987169197e-05	0.0
31524	Zm00001d023874	10	25936464	25942972	-	190.6972896074646	46.031850000000006
31550	Zm00001d026339	10	143810582	143811198	+	0.3479554124498034	0.428137
31562	Zm00001d023776	10	19785622	19786418	-	0.7038849133100796	0.0
31572	Zm00001d023594	10	11312261	11312620	+	0.02356534689818731	0.0
31581	Zm00001d025363	10	115737350	115738852	-	6.29565742679421e-06	0.0
31585	Zm00001d025136	10	106035262	106040350	-	1.2372389614109875	2.0299949999999995
31588	Zm00001d026079	10	137925927	137929631	+	67.3752684402359	38.5283
31622	Zm00001d025727	10	127668398	127678365	-	0.08032870741371469	0.398292
31623	Zm00001d026273	10	142618004	142622387	-	3.116154557100571	2.718095
31630	Zm00001d025318	10	114029384	114032662	+	0.005238310476010575	0.0
31633	Zm00001d025166	10	107141906	107144555	-	187.56838152868363	20.4189
31634	Zm00001d024563	10	78390195	78394697	-	0.0	0.0
31669	Zm00001d026241	10	141726351	141728004	-	0.05310616521393292	0.157899
31674	Zm00001d025412	10	117864858	117874556	+	11.369748684455542	9.3875
31689	Zm00001d025436	10	118679110	118679767	+	0.09568315190062937	0.0
31702	Zm00001d025837	10	131419323	131425149	-	4.6482052197733745	5.2893349999999995
31709	Zm00001d023284	10	2210288	2211146	+	0.0277170638631735	0.0
31735	Zm00001d023881	10	26194542	26204316	+	0.09995187127593118	0.9922005
31750	Zm00001d024004	10	35858506	35864183	-	45.86576671922119	14.5761
31751	Zm00001d024592	10	79583756	79584056	+	0.0	0.0
31785	Zm00001d024153	10	50348894	50359551	+	0.00027432825125314476	0.0
31795	Zm00001d025872	10	132198540	132199083	-	3.528566784915654	0.0
31803	Zm00001d023734	10	17851765	17855585	+	772.2594986809128	138.3605
31806	Zm00001d026318	10	143503775	143504957	-	0.7919664537206139	0.9021954999999999
31819	Zm00001d026450	10	146092022	146093512	-	0.00805403229308735	0.0
31832	Zm00001d025853	10	131518169	131523882	-	3.4921074840713655	8.584545
31835	Zm00001d026507	10	147322269	147329437	-	0.03966917279316621	0.0
31884	Zm00001d024770	10	87265401	87267750	-	3.0685026509668347	1.607615
31888	Zm00001d025709	10	126927634	126928758	-	0.14419654848988409	0.3104015
31893	Zm00001d025798	10	129877160	129881515	+	7.110987062844529	7.813025
31909	Zm00001d024956	10	96779288	96779821	+	0.0	0.0
31967	Zm00001d024494	10	74141741	74142257	-	0.26434491620978023	0.0
31979	Zm00001d026470	10	146520141	146520723	-	0.5585529314577894	0.5612440000000001
31982	Zm00001d024933	10	95587712	95593434	+	327.8306912078436	67.11905
31996	Zm00001d025217	10	109650437	109656595	+	2.621876096723644e-05	0.0
32033	Zm00001d025275	10	112168324	112188744	-	0.35316156120686565	0.7951165
32099	Zm00001d026169	10	140263540	140265009	-	0.42700390681446637	0.26303200000000004
32103	Zm00001d025461	10	119220774	119232248	-	3.268292760238913	8.17765
32144	Zm00001d025144	10	106479272	106495793	+	10.052283423191666	13.21085
32149	Zm00001d025670	10	125787664	125792972	-	3.522928977724881	5.15717
32158	Zm00001d024459	10	71760041	71760975	+	0.0	0.0
32209	Zm00001d023378	10	4288876	4292640	+	2.149744940407771	3.318905
32217	Zm00001d026153	10	139917556	139924348	+	15.601020058765254	11.228950000000001
32218	Zm00001d024066	10	41073292	41087885	-	9.624208348161122	10.80745
32224	Zm00001d024893	10	93373490	93373802	-	693.1874776412085	15.2943
32233	Zm00001d024478	10	73138058	73141408	-	0.27110152839365326	0.0
32243	Zm00001d024088	10	43222465	43225929	+	2.7886215944915356	7.05348
32251	Zm00001d026193	10	140677875	140680877	+	3.754662217752073	8.12986
32262	Zm00001d023854	10	25085006	25085303	+	0.34910507598610413	0.0
32280	Zm00001d024679	10	83443908	83447138	+	99.80857034194972	29.0914
32283	Zm00001d024586	10	79447775	79448564	-	0.00016428981708296091	0.0
32290	Zm00001d023563	10	10266969	10269800	+	0.12445241938706633	0.12459
32300	Zm00001d024515	10	75531511	75533071	-	10.505861385647702	1.05149
32309	Zm00001d024251	10	59639652	59641801	+	0.5756449233743787	2.959885
32320	Zm00001d026638	10	149256533	149258518	+	0.0647032983967945	0.0
32331	Zm00001d023323	10	3287229	3292720	-	4.0151077352569535	0.395884
32351	Zm00001d024594	10	79726996	79731279	+	12.37088148498436	5.731185
32360	Zm00001d026046	10	136883274	136886894	+	0.9510426346236748	1.067405
32372	Zm00001d025345	10	114978141	114978459	+	1.428148801528583	0.819129
32397	Zm00001d025497	10	120579975	120583468	+	0.0	0.0
32441	Zm00001d024028	10	37894908	37899157	+	0.019727211149246936	0.0
32452	Zm00001d024778	10	87401368	87401545	-	93644.80403061252	510.6625
32480	Zm00001d024388	10	68342198	68344908	-	0.12719334839340996	0.0
32493	Zm00001d024530	10	76539254	76545947	+	1.5135359219327595	3.336455
32523	Zm00001d023241	10	1287310	1289500	+	17.137557464081134	7.034485
32567	Zm00001d023990	10	34692878	34700090	-	83.47838571623801	22.6781
32595	Zm00001d023257	10	1491776	1493140	-	26.5740333681404	0.918015
32598	Zm00001d023840	10	23920907	23925442	-	5.10005884513411	0.134303
32617	Zm00001d024470	10	72345215	72358785	-	0.09791287272996618	0.2637025
32621	Zm00001d024265	10	60016123	60017213	-	5.289484167415339	3.760445
32628	Zm00001d026388	10	144896622	144898409	-	0.0027311386925532714	0.0
32668	Zm00001d023704	10	16366023	16371198	-	0.39564348390978404	0.0
32674	Zm00001d026511	10	147370577	147387613	-	19.70446561034571	9.806885
32688	Zm00001d025928	10	133913362	133914280	+	0.0	0.0
32700	Zm00001d024815	10	89308208	89313475	-	39.38739589811844	25.70135
32725	Zm00001d023477	10	6886884	6887319	+	130.09420117910946	3.6895800000000003
32745	Zm00001d025190	10	108451309	108454336	+	0.0	0.0
32750	Zm00001d023606	10	11858188	11863254	-	13.246160275630976	25.633899999999997
32766	Zm00001d024759	10	86563312	86576507	-	5.165460690586575	6.685635
32785	Zm00001d024738	10	85734217	85735478	-	7.704887410279371	2.6158849999999996
32816	Zm00001d025056	10	101921140	101923394	-	1.4862900447804723e-05	0.0
32819	Zm00001d025333	10	114461651	114462911	+	78.52705272108165	10.40895
32832	Zm00001d023825	10	23585477	23590215	-	30.4053325444567	17.000549999999997
32856	Zm00001d024184	10	53581331	53584446	+	0.00317341983369603	0.0
32860	Zm00001d025458	10	119102483	119106859	-	0.0030244434323164243	0.0
32894	Zm00001d023699	10	16081384	16082904	+	1632.783956312059	79.79429999999999
32899	Zm00001d023585	10	10842931	10846069	-	0.010419032611784552	0.0
32904	Zm00001d026064	10	137389955	137394809	-	2.657934646769772	4.567005
32927	Zm00001d024804	10	88761812	88768843	-	1489.1265847976204	70.93805
32939	Zm00001d023810	10	22804034	22808448	+	43.570679772784786	14.6658
32941	Zm00001d026608	10	148913229	148914804	+	17.923374934821492	8.585275
32944	Zm00001d024406	10	69199905	69204296	+	0.6132771827286543	1.2689949999999999
32973	Zm00001d024968	10	97279496	97281637	-	7.540267280908567e-05	0.0
32981	Zm00001d023648	10	13616665	13619050	-	0.015048805359659792	0.0
32989	Zm00001d024318	10	64146987	64156247	+	1.950216797665061	4.576535
33010	Zm00001d023757	10	18993062	18996474	+	2640.1833219710725	171.03549999999998
33026	Zm00001d026042	10	136799426	136804204	-	1.265488365569957	0.9487745
33037	Zm00001d025023	10	100055457	100060317	-	199.49172912302896	21.791249999999998
33054	Zm00001d024415	10	69956971	69957190	+	4.0808967544464	0.0
33058	Zm00001d026557	10	148112844	148114736	+	0.6616773442799816	0.5651349999999999
33067	Zm00001d024656	10	82270525	82271845	-	0.07498480649142135	0.0
33076	Zm00001d026347	10	143968634	143973630	+	9.61322109477642	11.280000000000001
33101	Zm00001d026463	10	146324019	146327524	+	0.7464024362788354	3.793615
33103	Zm00001d024891	10	93137404	93143070	-	72.35302609441779	3.3820949999999996
33104	Zm00001d023299	10	2352029	2356262	+	8.78682113696044	3.898385
33134	Zm00001d023290	10	2230213	2231452	-	0.16887436005356338	0.05041664999999999
33135	Zm00001d025353	10	115197315	115205461	+	5.436188149634793	6.92062
33156	Zm00001d023740	10	18189170	18190277	-	0.0	0.0
33183	Zm00001d024740	10	85787554	85788772	+	2.5435377180990395	0.75891
33188	Zm00001d024664	10	82660543	82662094	+	1.856078921949153	0.187391
33201	Zm00001d024302	10	62902287	62903162	-	33.705680130018195	0.23072399999999998
33208	Zm00001d023447	10	5753454	5754612	-	0.15364652011551158	0.5797920000000001
33223	Zm00001d026555	10	148046874	148053047	+	25.718624056422232	4.173305
33230	Zm00001d026412	10	145387776	145388573	+	23.387378921522497	1.5176600000000002
33248	Zm00001d025176	10	107681753	107685012	-	0.00031125306253079716	0.0
33262	Zm00001d023575	10	10581467	10581998	-	329.4079697487839	10.868649999999999
33295	Zm00001d024285	10	61712123	61716615	-	0.0007990031934738222	0.0
33306	Zm00001d023769	10	19505852	19507513	+	319.91592392549137	12.6996
33316	Zm00001d024231	10	58449886	58454061	-	3.4822677309115497	2.888965
33317	Zm00001d026277	10	142707253	142721455	+	31.743808013144275	7.350434999999999
33332	Zm00001d025719	10	127374339	127375910	-	0.0	0.0
33335	Zm00001d025684	10	126186002	126189175	-	0.020779180796984542	0.04696425
33355	Zm00001d026535	10	147812907	147818605	+	26.81757046760123	17.1635
33360	Zm00001d025988	10	135344275	135347905	-	2.17887004417749	3.88046
33364	Zm00001d024908	10	94274261	94281820	-	51.26117524212143	21.166800000000002
33367	Zm00001d026165	10	140169658	140174926	+	8.65743685658747	10.85175
33374	Zm00001d025133	10	105808861	105810346	+	0.17431348447228812	0.1828635
33385	Zm00001d025265	10	111794814	111806723	+	36.78353746646348	10.7238
33401	Zm00001d024951	10	96577976	96581566	+	6.736859230051835	4.60088
33453	Zm00001d025033	10	100593765	100594296	-	11.46551571163009	4.5122599999999995
33455	Zm00001d026239	10	141705334	141710281	-	3.3175946299699883	5.684660000000001
33476	Zm00001d025506	10	120772317	120772530	+	0.0	0.0
33480	Zm00001d023260	10	1506334	1515689	-	5.101178763305205	5.00287
33487	Zm00001d026603	10	148758022	148764012	-	27534.89087155951	633.6514999999999
33495	Zm00001d025180	10	107999210	108003428	-	4.685442137536801	8.636849999999999
33505	Zm00001d025444	10	118819062	118819380	+	0.9667367872473057	0.0
33506	Zm00001d023537	10	9330102	9346965	+	77.69436019339553	19.0158
33517	Zm00001d026508	10	147330513	147331026	+	0.1616763544590835	0.0
33533	Zm00001d024940	10	96012098	96015989	+	57.52947346401803	8.32656
33539	Zm00001d026670	10	149700786	149704379	-	0.10395661074915717	0.4790135
33565	Zm00001d024682	10	83542071	83544101	+	0.0026174029701546892	0.0
33570	Zm00001d025821	10	130675273	130678309	-	0.21512655897172211	0.12363550000000001
33586	Zm00001d023288	10	2219913	2220213	+	4.704325083111825	0.0
33589	Zm00001d026170	10	140281943	140283238	-	0.4098132796936826	0.1738535
33600	Zm00001d025437	10	118681356	118686385	+	8.195035483807985	4.147285
33622	Zm00001d026560	10	148129449	148133915	+	95.86379751976126	20.4199
33627	Zm00001d023655	10	13756072	13759615	+	75.62824303438815	31.9721
33628	Zm00001d024560	10	78246603	78252349	-	8.512860170624283	0.011923800000000002
33643	Zm00001d025867	10	132084447	132087460	+	9.226407216248068	7.161115000000001
33662	Zm00001d025960	10	134919046	134922822	-	4.18943908414322	2.7167950000000003
33670	Zm00001d024070	10	41419112	41423564	+	0.15739094514425417	0.0
33696	Zm00001d023940	10	30400298	30400997	-	0.0033969874166421606	0.0
33704	Zm00001d026352	10	144132679	144133357	-	4.475471351234864	6.204305
33718	Zm00001d024043	10	39109229	39113706	-	93.98023857044842	15.1114
33746	Zm00001d023349	10	3908470	3909772	-	0.9164853550894746	0.7166
33752	Zm00001d024177	10	53180766	53181039	+	1.1923773078326767	0.0
33781	Zm00001d025865	10	131993603	132007438	+	7.841461874371958	8.501725
33797	Zm00001d025380	10	116495635	116503536	+	9.030095743495915	9.42297
33803	Zm00001d025301	10	113304370	113318287	-	0.0001950719397571722	0.0
33819	Zm00001d025801	10	130013515	130019645	-	867.7546813273863	108.5455
33823	Zm00001d026325	10	143588469	143589138	+	3.0134955529561007	0.0
33840	Zm00001d026293	10	143077540	143089471	+	5.769969804700615	3.269725
33851	Zm00001d025550	10	122005479	122017271	-	0.3706405301403032	0.501968
33852	Zm00001d024354	10	66471476	66472334	-	0.0	0.0
33862	Zm00001d023785	10	20081570	20083484	+	0.407897048833992	0.8781194999999999
33878	Zm00001d025475	10	120015216	120017158	-	0.10241904369322266	0.245548
33894	Zm00001d023455	10	6094301	6095315	+	15.822776367606739	3.301965
33902	Zm00001d026675	10	149745848	149749481	+	35.565392717777335	25.94945
33905	Zm00001d024615	10	80376561	80377211	+	0.0	0.0
33934	Zm00001d025468	10	119862403	119865124	+	0.07026268791897514	0.171304
33936	Zm00001d024372	10	67598557	67599387	-	9.689059606213492	0.0
33979	Zm00001d025501	10	120596536	120600029	+	0.0	0.0
33986	Zm00001d024950	10	96569444	96576597	+	0.003781413933194813	0.0
34002	Zm00001d026371	10	144458005	144460016	+	25.70520025145157	2.824325
34016	Zm00001d023616	10	12212218	12213881	+	0.000674359221547243	0.0
34042	Zm00001d023326	10	3428534	3447268	-	0.015338290104335142	0.05733295
34084	Zm00001d025195	10	108516687	108524894	+	39.8022677402501	17.8628
34093	Zm00001d023426	10	5284901	5291881	-	14.953745006057828	11.0698
34099	Zm00001d024579	10	78919006	78921122	+	0.000566522516781859	0.0
34117	Zm00001d026445	10	145970288	145976752	+	18.21487524944221	11.06965
34120	Zm00001d026662	10	149592542	149593163	+	5839.094811897194	76.559
34136	Zm00001d023904	10	27313348	27316275	-	89.65303272898656	18.9277
34145	Zm00001d026341	10	143810771	143811173	-	2.9888478020710463	0.1626995
34146	Zm00001d023700	10	16132920	16135404	-	2.14078652731317	0.0
34203	Zm00001d023474	10	6841309	6849489	-	8.098216682304177e-06	0.0
34211	Zm00001d023945	10	30972519	30976307	+	0.024570389946759294	0.09923670000000001
34236	Zm00001d023742	10	18393766	18395091	+	0.0014152104019088938	1.5868545e-41
34270	Zm00001d025829	10	131124060	131125333	-	2.0704848524539942e-05	0.0
34272	Zm00001d023673	10	14795156	14798022	+	311.08222999085	39.73835
34276	Zm00001d023553	10	9909773	9929107	+	0.06799626643794332	0.4256545
34286	Zm00001d024712	10	84554485	84559654	-	0.04329462553899037	0.460449
34303	Zm00001d023577	10	10635892	10636069	-	3639.971176556089	118.71600000000001
34321	Zm00001d023890	10	26499051	26499528	+	0.4511268968703028	0.0
34331	Zm00001d025788	10	129673526	129674867	-	20.933348792666514	6.303834999999999
34338	Zm00001d024670	10	82958294	82958914	-	0.003458283536716635	0.0
34341	Zm00001d024486	10	73708901	73712703	-	2.781773222777364	0.04481310000000001
34345	Zm00001d026041	10	136741603	136765374	-	0.15883538768670594	0.02113145
34356	Zm00001d024030	10	38227275	38228679	+	1.4781440876655927	2.709535
34367	Zm00001d025747	10	128273092	128275437	-	717.5024325682159	83.05655
34376	Zm00001d024323	10	64612738	64613831	+	1.6986954532110319	1.273695
34391	Zm00001d025167	10	107181380	107187909	+	0.8458776367026444	2.235145
34396	Zm00001d025745	10	128265757	128268623	-	6.115329157693896	9.452364999999999
34420	Zm00001d024275	10	61181573	61189017	+	8.040786930299495	3.758395
34433	Zm00001d026487	10	146895593	146903010	-	17.812495910208288	14.295549999999999
34436	Zm00001d025613	10	123904075	123905406	+	9.056110947816325	4.07148
34465	Zm00001d024181	10	53540015	53540344	+	0.001904715996662523	0.0
34528	Zm00001d025704	10	126794135	126795161	-	7.890610271929571	2.0608700000000004
34564	Zm00001d025332	10	114371347	114371801	+	0.0	0.0
